idCommune,idVoie,idAdresse
3113_C,27077_V,6618_A
3111_C,26609_V,6619_A
2294_C,15717_V,6620_A
2299_C,15668_V,6621_A
2323_C,15669_V,6622_A
2358_C,16488_V,6623_A
3098_C,25633_V,6624_A
2493_C,17461_V,6625_A
2536_C,17652_V,6626_A
2573_C,18306_V,6627_A
3115_C,27443_V,6628_A
2654_C,18961_V,6629_A
2661_C,18996_V,6630_A
2762_C,19530_V,6631_A
3119_C,28595_V,6632_A
2886_C,21830_V,6633_A
2936_C,23102_V,6634_A
3023_C,24892_V,6635_A
3114_C,27076_V,6636_A
3120_C,28997_V,6637_A
3121_C,29494_V,6638_A
4_C,130_V,6639_A
4_C,133_V,6640_A
13_C,142_V,6641_A
2865_C,20697_V,6642_A
87_C,361_V,6643_A
142_C,790_V,6644_A
1129_C,8338_V,6645_A
2979_C,24252_V,6646_A
146_C,904_V,6647_A
146_C,1021_V,6648_A
594_C,4500_V,6649_A
1856_C,12769_V,6650_A
2793_C,20050_V,6651_A
201_C,1463_V,6652_A
1466_C,10691_V,6653_A
1770_C,12185_V,6654_A
1212_C,8765_V,6655_A
3118_C,28189_V,6656_A
3118_C,28202_V,6657_A
3118_C,28213_V,6658_A
221_C,1675_V,6659_A
241_C,1742_V,6660_A
285_C,2046_V,6661_A
1535_C,10951_V,6662_A
1288_C,2069_V,6663_A
308_C,2623_V,6664_A
313_C,2624_V,6665_A
316_C,2743_V,6666_A
2951_C,23533_V,6667_A
365_C,3324_V,6668_A
2941_C,23103_V,6669_A
1287_C,9407_V,6670_A
2976_C,21664_V,6671_A
759_C,5963_V,6672_A
408_C,3578_V,6673_A
3105_C,25848_V,6674_A
3105_C,25879_V,6675_A
452_C,3820_V,6676_A
2885_C,21612_V,6677_A
497_C,3986_V,6678_A
505_C,4091_V,6679_A
506_C,4094_V,6680_A
511_C,4108_V,6681_A
544_C,4232_V,6682_A
2065_C,14205_V,6683_A
1871_C,13030_V,6684_A
609_C,4680_V,6685_A
612_C,4683_V,6686_A
3123_C,29881_V,6687_A
2674_C,19140_V,6688_A
714_C,5203_V,6689_A
714_C,5208_V,6690_A
714_C,5210_V,6691_A
1021_C,7669_V,6692_A
1021_C,7824_V,6693_A
1021_C,7837_V,6694_A
1317_C,9716_V,6695_A
2552_C,17857_V,6696_A
2552_C,17873_V,6697_A
2552_C,17933_V,6698_A
774_C,5868_V,6699_A
786_C,6246_V,6700_A
790_C,6221_V,6701_A
798_C,6102_V,6702_A
906_C,6706_V,6703_A
2381_C,16858_V,6704_A
917_C,6859_V,6705_A
2977_C,24270_V,6706_A
933_C,7073_V,6707_A
2789_C,20052_V,6708_A
1169_C,8532_V,6709_A
2584_C,18528_V,6710_A
2947_C,23528_V,6711_A
1813_C,12430_V,6712_A
1043_C,7849_V,6713_A
1049_C,7826_V,6714_A
1850_C,12755_V,6715_A
2980_C,24248_V,6716_A
2980_C,24258_V,6717_A
2980_C,24277_V,6718_A
3112_C,26502_V,6719_A
3112_C,26586_V,6720_A
3112_C,26633_V,6721_A
1218_C,8764_V,6722_A
1218_C,8768_V,6723_A
1874_C,13034_V,6724_A
1874_C,13047_V,6725_A
1874_C,13062_V,6726_A
2906_C,22126_V,6727_A
1269_C,9263_V,6728_A
3109_C,26279_V,6729_A
1348_C,9838_V,6730_A
1369_C,9914_V,6731_A
1407_C,10209_V,6732_A
1430_C,10298_V,6733_A
1441_C,10458_V,6734_A
1877_C,13313_V,6735_A
1877_C,13321_V,6736_A
3117_C,27902_V,6737_A
3117_C,27903_V,6738_A
2468_C,17371_V,6739_A
1616_C,11572_V,6740_A
2938_C,23129_V,6741_A
1807_C,12359_V,6742_A
1823_C,12428_V,6743_A
1825_C,12423_V,6744_A
1833_C,12475_V,6745_A
1836_C,12481_V,6746_A
1853_C,12748_V,6747_A
1853_C,12788_V,6748_A
3122_C,29477_V,6749_A
3122_C,29483_V,6750_A
1881_C,13306_V,6751_A
1883_C,13308_V,6752_A
1951_C,13758_V,6753_A
1993_C,13872_V,6754_A
2004_C,13914_V,6755_A
2135_C,14519_V,6756_A
2136_C,14498_V,6757_A
2136_C,14595_V,6758_A
2349_C,16143_V,6759_A
3113_C,27078_V,6760_A
3111_C,26599_V,6761_A
3111_C,26645_V,6762_A
2281_C,15665_V,6763_A
2367_C,16489_V,6764_A
2345_C,16152_V,6765_A
2435_C,17192_V,6766_A
2509_C,17590_V,6767_A
2553_C,17861_V,6768_A
3115_C,27448_V,6769_A
3115_C,27464_V,6770_A
2742_C,19528_V,6771_A
2743_C,19527_V,6772_A
3119_C,28606_V,6773_A
2884_C,21826_V,6774_A
3108_C,26312_V,6775_A
3015_C,24886_V,6776_A
3114_C,27072_V,6777_A
3114_C,27079_V,6778_A
3093_C,25610_V,6779_A
3102_C,25643_V,6780_A
3120_C,28986_V,6781_A
3120_C,28996_V,6782_A
3120_C,29043_V,6783_A
3121_C,29484_V,6784_A
4_C,145_V,6785_A
4_C,146_V,6786_A
3110_C,26346_V,6787_A
3110_C,26351_V,6788_A
6_C,155_V,6789_A
20_C,160_V,6790_A
2805_C,20219_V,6791_A
2874_C,21233_V,6792_A
2874_C,21285_V,6793_A
51_C,177_V,6794_A
2355_C,16515_V,6795_A
147_C,985_V,6796_A
1004_C,7423_V,6797_A
1004_C,7424_V,6798_A
1004_C,7425_V,6799_A
1004_C,7451_V,6800_A
2865_C,20648_V,6801_A
2865_C,20713_V,6802_A
2865_C,20719_V,6803_A
2872_C,19067_V,6804_A
2872_C,21206_V,6805_A
2872_C,21207_V,6806_A
2872_C,21209_V,6807_A
2872_C,21221_V,6808_A
2872_C,21270_V,6809_A
76_C,262_V,6810_A
80_C,366_V,6811_A
105_C,367_V,6812_A
2908_C,22240_V,6813_A
3069_C,25401_V,6814_A
121_C,463_V,6815_A
121_C,473_V,6816_A
2668_C,19080_V,6817_A
142_C,628_V,6818_A
142_C,650_V,6819_A
142_C,809_V,6820_A
142_C,822_V,6821_A
144_C,590_V,6822_A
144_C,644_V,6823_A
1122_C,8325_V,6824_A
1873_C,13070_V,6825_A
1873_C,13093_V,6826_A
2276_C,15832_V,6827_A
151_C,987_V,6828_A
2949_C,23551_V,6829_A
2949_C,23557_V,6830_A
2949_C,23592_V,6831_A
594_C,4498_V,6832_A
2982_C,24297_V,6833_A
2986_C,24653_V,6834_A
1856_C,12842_V,6835_A
161_C,1164_V,6836_A
178_C,1180_V,6837_A
201_C,1398_V,6838_A
201_C,1435_V,6839_A
201_C,1442_V,6840_A
198_C,1466_V,6841_A
200_C,1443_V,6842_A
200_C,1444_V,6843_A
2190_C,15115_V,6844_A
1770_C,12193_V,6845_A
1770_C,12200_V,6846_A
1770_C,12204_V,6847_A
2990_C,1292_V,6848_A
2888_C,21838_V,6849_A
2341_C,16171_V,6850_A
1212_C,8774_V,6851_A
1212_C,8775_V,6852_A
1212_C,8777_V,6853_A
2282_C,15682_V,6854_A
3118_C,28210_V,6855_A
3118_C,28211_V,6856_A
3118_C,28217_V,6857_A
3118_C,28220_V,6858_A
3118_C,28226_V,6859_A
3118_C,28272_V,6860_A
221_C,1691_V,6861_A
222_C,1689_V,6862_A
2843_C,20367_V,6863_A
651_C,4952_V,6864_A
253_C,1820_V,6865_A
2926_C,22633_V,6866_A
2958_C,23942_V,6867_A
2933_C,22804_V,6868_A
2933_C,22834_V,6869_A
1578_C,11262_V,6870_A
1578_C,11263_V,6871_A
1578_C,11294_V,6872_A
1578_C,11306_V,6873_A
1578_C,11342_V,6874_A
980_C,7284_V,6875_A
875_C,6739_V,6876_A
2929_C,22620_V,6877_A
1535_C,10964_V,6878_A
1535_C,10976_V,6879_A
295_C,2240_V,6880_A
296_C,2221_V,6881_A
297_C,2234_V,6882_A
297_C,2243_V,6883_A
297_C,2245_V,6884_A
297_C,2276_V,6885_A
299_C,2247_V,6886_A
2406_C,17056_V,6887_A
2945_C,23563_V,6888_A
2951_C,23595_V,6889_A
2194_C,15099_V,6890_A
2873_C,21229_V,6891_A
2873_C,21253_V,6892_A
338_C,3136_V,6893_A
339_C,3129_V,6894_A
3025_C,24896_V,6895_A
361_C,3344_V,6896_A
361_C,3350_V,6897_A
363_C,3274_V,6898_A
363_C,3339_V,6899_A
777_C,5893_V,6900_A
777_C,5917_V,6901_A
1287_C,9422_V,6902_A
1287_C,9424_V,6903_A
1878_C,13364_V,6904_A
2976_C,24274_V,6905_A
375_C,3437_V,6906_A
1699_C,11946_V,6907_A
759_C,5553_V,6908_A
759_C,5559_V,6909_A
759_C,5899_V,6910_A
759_C,5929_V,6911_A
2224_C,15095_V,6912_A
408_C,3579_V,6913_A
408_C,3580_V,6914_A
408_C,3585_V,6915_A
408_C,3586_V,6916_A
3105_C,25862_V,6917_A
3105_C,25869_V,6918_A
1884_C,13363_V,6919_A
1884_C,13380_V,6920_A
424_C,3697_V,6921_A
424_C,3698_V,6922_A
424_C,3699_V,6923_A
424_C,3728_V,6924_A
440_C,3779_V,6925_A
440_C,3780_V,6926_A
3106_C,25739_V,6927_A
452_C,3827_V,6928_A
473_C,3944_V,6929_A
488_C,3989_V,6930_A
506_C,4113_V,6931_A
1901_C,13519_V,6932_A
3116_C,27565_V,6933_A
3116_C,27615_V,6934_A
3116_C,27616_V,6935_A
3116_C,27619_V,6936_A
3116_C,27620_V,6937_A
3116_C,27624_V,6938_A
3116_C,27643_V,6939_A
2950_C,23575_V,6940_A
3067_C,25430_V,6941_A
544_C,4235_V,6942_A
557_C,4342_V,6943_A
3055_C,17288_V,6944_A
3055_C,25157_V,6945_A
2065_C,14204_V,6946_A
2065_C,14209_V,6947_A
2065_C,14210_V,6948_A
2065_C,14234_V,6949_A
2560_C,18358_V,6950_A
2560_C,18364_V,6951_A
577_C,4424_V,6952_A
1871_C,13055_V,6953_A
1871_C,13064_V,6954_A
1871_C,13072_V,6955_A
1871_C,13131_V,6956_A
1871_C,13142_V,6957_A
609_C,4727_V,6958_A
2275_C,15756_V,6959_A
2754_C,19542_V,6960_A
3123_C,29918_V,6961_A
2674_C,19148_V,6962_A
2674_C,19159_V,6963_A
714_C,5216_V,6964_A
714_C,5226_V,6965_A
714_C,5232_V,6966_A
1021_C,7664_V,6967_A
1021_C,7684_V,6968_A
1021_C,7692_V,6969_A
1021_C,7701_V,6970_A
1021_C,7848_V,6971_A
1021_C,7866_V,6972_A
1317_C,9719_V,6973_A
2552_C,17877_V,6974_A
2552_C,17894_V,6975_A
2552_C,17934_V,6976_A
2552_C,17964_V,6977_A
724_C,5242_V,6978_A
751_C,5391_V,6979_A
756_C,5405_V,6980_A
761_C,5552_V,6981_A
2347_C,16168_V,6982_A
1994_C,13876_V,6983_A
774_C,5926_V,6984_A
775_C,5888_V,6985_A
775_C,5896_V,6986_A
1435_C,10370_V,6987_A
1308_C,9539_V,6988_A
2770_C,19856_V,6989_A
2845_C,20387_V,6990_A
1007_C,7438_V,6991_A
2940_C,23173_V,6992_A
2915_C,22265_V,6993_A
836_C,6382_V,6994_A
2163_C,14712_V,6995_A
2163_C,14716_V,6996_A
2163_C,14724_V,6997_A
2861_C,20731_V,6998_A
2861_C,20738_V,6999_A
3048_C,25170_V,7000_A
2769_C,19870_V,7001_A
2279_C,15678_V,7002_A
859_C,6495_V,7003_A
859_C,6498_V,7004_A
859_C,6504_V,7005_A
1241_C,9017_V,7006_A
1241_C,9023_V,7007_A
1241_C,9027_V,7008_A
1241_C,9030_V,7009_A
1241_C,9057_V,7010_A
1241_C,9064_V,7011_A
1241_C,9200_V,7012_A
872_C,6722_V,7013_A
872_C,6732_V,7014_A
872_C,6742_V,7015_A
1069_C,7991_V,7016_A
1027_C,7702_V,7017_A
2948_C,23540_V,7018_A
2948_C,23559_V,7019_A
2948_C,23672_V,7020_A
2601_C,18643_V,7021_A
914_C,6861_V,7022_A
918_C,6821_V,7023_A
2977_C,24292_V,7024_A
2977_C,24303_V,7025_A
2977_C,24306_V,7026_A
2977_C,24317_V,7027_A
2977_C,24323_V,7028_A
933_C,7042_V,7029_A
933_C,7070_V,7030_A
933_C,7075_V,7031_A
933_C,7095_V,7032_A
933_C,7099_V,7033_A
933_C,7107_V,7034_A
933_C,7133_V,7035_A
934_C,7088_V,7036_A
935_C,7064_V,7037_A
979_C,7279_V,7038_A
2559_C,18367_V,7039_A
997_C,7336_V,7040_A
2789_C,20048_V,7041_A
1169_C,8528_V,7042_A
1169_C,8534_V,7043_A
1169_C,8540_V,7044_A
2584_C,18547_V,7045_A
2386_C,16901_V,7046_A
1015_C,7489_V,7047_A
1429_C,10310_V,7048_A
1429_C,10311_V,7049_A
1025_C,7697_V,7050_A
2563_C,18130_V,7051_A
2563_C,18354_V,7052_A
1035_C,7897_V,7053_A
1064_C,8013_V,7054_A
1101_C,8106_V,7055_A
2864_C,20728_V,7056_A
2864_C,20729_V,7057_A
2864_C,20782_V,7058_A
1128_C,8379_V,7059_A
1137_C,8381_V,7060_A
1139_C,8346_V,7061_A
1850_C,12849_V,7062_A
2964_C,24034_V,7063_A
2298_C,8424_V,7064_A
1665_C,11794_V,7065_A
1665_C,11796_V,7066_A
1248_C,8675_V,7067_A
3112_C,26611_V,7068_A
3112_C,26623_V,7069_A
3112_C,26624_V,7070_A
3112_C,26640_V,7071_A
3112_C,26721_V,7072_A
2510_C,17614_V,7073_A
1242_C,9036_V,7074_A
1874_C,13085_V,7075_A
2906_C,22245_V,7076_A
1247_C,9281_V,7077_A
1263_C,9272_V,7078_A
1270_C,9267_V,7079_A
1278_C,9342_V,7080_A
3047_C,25176_V,7081_A
1298_C,9423_V,7082_A
1645_C,11718_V,7083_A
1305_C,9589_V,7084_A
2935_C,9468_V,7085_A
2935_C,22805_V,7086_A
2935_C,22806_V,7087_A
1316_C,9675_V,7088_A
1316_C,9690_V,7089_A
1316_C,9727_V,7090_A
1324_C,9717_V,7091_A
2564_C,18353_V,7092_A
2741_C,19545_V,7093_A
1897_C,13499_V,7094_A
1897_C,13500_V,7095_A
1897_C,13531_V,7096_A
3109_C,26307_V,7097_A
3109_C,26309_V,7098_A
3109_C,26310_V,7099_A
2099_C,14437_V,7100_A
1337_C,9802_V,7101_A
1341_C,9809_V,7102_A
1342_C,9819_V,7103_A
1814_C,12444_V,7104_A
1365_C,9903_V,7105_A
1366_C,9917_V,7106_A
1374_C,9938_V,7107_A
1378_C,10011_V,7108_A
1378_C,10091_V,7109_A
3049_C,25154_V,7110_A
1386_C,10019_V,7111_A
1393_C,10130_V,7112_A
1406_C,10217_V,7113_A
1506_C,10826_V,7114_A
1441_C,10460_V,7115_A
1441_C,10461_V,7116_A
1441_C,10466_V,7117_A
1441_C,10467_V,7118_A
1465_C,10690_V,7119_A
1465_C,10692_V,7120_A
1465_C,10700_V,7121_A
1877_C,13320_V,7122_A
1877_C,13322_V,7123_A
1877_C,13328_V,7124_A
2942_C,23109_V,7125_A
3117_C,27827_V,7126_A
3117_C,27883_V,7127_A
3117_C,27891_V,7128_A
3117_C,27912_V,7129_A
3117_C,27924_V,7130_A
3117_C,27934_V,7131_A
3117_C,27947_V,7132_A
3117_C,27953_V,7133_A
3117_C,27954_V,7134_A
3117_C,27959_V,7135_A
2468_C,17372_V,7136_A
1518_C,10878_V,7137_A
1536_C,10937_V,7138_A
1541_C,10965_V,7139_A
1568_C,11122_V,7140_A
1580_C,11157_V,7141_A
1582_C,11297_V,7142_A
1618_C,11573_V,7143_A
1623_C,11579_V,7144_A
1685_C,11960_V,7145_A
1685_C,11963_V,7146_A
1686_C,11931_V,7147_A
1686_C,11937_V,7148_A
2206_C,15084_V,7149_A
1721_C,12043_V,7150_A
1761_C,12162_V,7151_A
1779_C,12290_V,7152_A
1780_C,12219_V,7153_A
2342_C,16016_V,7154_A
1799_C,12360_V,7155_A
1829_C,12490_V,7156_A
1853_C,12713_V,7157_A
1853_C,12862_V,7158_A
1853_C,12863_V,7159_A
1872_C,13096_V,7160_A
1872_C,13117_V,7161_A
3054_C,25150_V,7162_A
3122_C,29492_V,7163_A
3122_C,29500_V,7164_A
3122_C,29532_V,7165_A
3122_C,29542_V,7166_A
3122_C,29555_V,7167_A
3122_C,29566_V,7168_A
1887_C,13374_V,7169_A
1892_C,13367_V,7170_A
1896_C,13520_V,7171_A
2018_C,14023_V,7172_A
1924_C,13616_V,7173_A
1928_C,13647_V,7174_A
1951_C,13761_V,7175_A
1951_C,13770_V,7176_A
1951_C,13777_V,7177_A
1951_C,13780_V,7178_A
1951_C,13789_V,7179_A
2429_C,17196_V,7180_A
2005_C,13915_V,7181_A
2009_C,13985_V,7182_A
2009_C,13991_V,7183_A
2934_C,22826_V,7184_A
2039_C,14119_V,7185_A
2041_C,14120_V,7186_A
2050_C,14114_V,7187_A
2096_C,14391_V,7188_A
2105_C,14390_V,7189_A
2121_C,14400_V,7190_A
2131_C,14440_V,7191_A
2136_C,14515_V,7192_A
2136_C,14518_V,7193_A
2136_C,14521_V,7194_A
2136_C,14533_V,7195_A
2136_C,14535_V,7196_A
2136_C,14570_V,7197_A
2148_C,14616_V,7198_A
2148_C,14624_V,7199_A
3070_C,25328_V,7200_A
2155_C,14614_V,7201_A
2173_C,14800_V,7202_A
2192_C,15104_V,7203_A
3107_C,25857_V,7204_A
3107_C,25867_V,7205_A
3107_C,25893_V,7206_A
2218_C,15133_V,7207_A
3113_C,27097_V,7208_A
3113_C,27101_V,7209_A
3113_C,27107_V,7210_A
3113_C,27110_V,7211_A
3113_C,27135_V,7212_A
3113_C,27140_V,7213_A
3111_C,26585_V,7214_A
3111_C,26606_V,7215_A
3111_C,26622_V,7216_A
3111_C,26627_V,7217_A
3111_C,26635_V,7218_A
3111_C,26639_V,7219_A
3111_C,26670_V,7220_A
3111_C,26678_V,7221_A
3111_C,26687_V,7222_A
3111_C,26691_V,7223_A
2739_C,19534_V,7224_A
2271_C,15329_V,7225_A
2961_C,23858_V,7226_A
2284_C,15709_V,7227_A
2290_C,15676_V,7228_A
2303_C,15706_V,7229_A
2367_C,16508_V,7230_A
2312_C,15521_V,7231_A
2433_C,17187_V,7232_A
2433_C,17207_V,7233_A
2962_C,23925_V,7234_A
2345_C,16187_V,7235_A
2350_C,16175_V,7236_A
2387_C,16877_V,7237_A
2352_C,16160_V,7238_A
2361_C,16507_V,7239_A
3098_C,25646_V,7240_A
2966_C,23941_V,7241_A
2396_C,16872_V,7242_A
2771_C,19867_V,7243_A
2438_C,17202_V,7244_A
2442_C,17208_V,7245_A
2508_C,17609_V,7246_A
2520_C,17615_V,7247_A
2537_C,17653_V,7248_A
2551_C,17923_V,7249_A
2553_C,17904_V,7250_A
2553_C,17967_V,7251_A
2554_C,17963_V,7252_A
2740_C,19539_V,7253_A
2927_C,22634_V,7254_A
2613_C,18705_V,7255_A
2626_C,18752_V,7256_A
2626_C,18753_V,7257_A
3115_C,27450_V,7258_A
3115_C,27454_V,7259_A
3115_C,27456_V,7260_A
3115_C,27457_V,7261_A
3115_C,27458_V,7262_A
2639_C,18871_V,7263_A
2641_C,18861_V,7264_A
2642_C,18850_V,7265_A
2643_C,18859_V,7266_A
2651_C,18967_V,7267_A
2654_C,18970_V,7268_A
2658_C,18998_V,7269_A
2673_C,19145_V,7270_A
2673_C,19153_V,7271_A
3124_C,29878_V,7272_A
3124_C,29906_V,7273_A
2702_C,19204_V,7274_A
2772_C,19888_V,7275_A
2775_C,19864_V,7276_A
3119_C,28491_V,7277_A
3119_C,28600_V,7278_A
3119_C,28603_V,7279_A
3119_C,28611_V,7280_A
3119_C,28612_V,7281_A
3119_C,28641_V,7282_A
3119_C,28649_V,7283_A
3119_C,28651_V,7284_A
3119_C,28678_V,7285_A
3119_C,28685_V,7286_A
3119_C,28689_V,7287_A
2886_C,21851_V,7288_A
2835_C,20216_V,7289_A
2842_C,20323_V,7290_A
2848_C,20373_V,7291_A
2851_C,20397_V,7292_A
2852_C,20391_V,7293_A
3058_C,25165_V,7294_A
2887_C,21862_V,7295_A
3071_C,25398_V,7296_A
2917_C,22494_V,7297_A
2930_C,22520_V,7298_A
2936_C,22975_V,7299_A
2936_C,23119_V,7300_A
3021_C,24908_V,7301_A
2969_C,23928_V,7302_A
3108_C,26297_V,7303_A
3108_C,26311_V,7304_A
3108_C,26342_V,7305_A
2978_C,24341_V,7306_A
3073_C,25404_V,7307_A
3011_C,24646_V,7308_A
3051_C,25288_V,7309_A
3114_C,27104_V,7310_A
3114_C,27133_V,7311_A
3114_C,27158_V,7312_A
3114_C,27183_V,7313_A
3114_C,27187_V,7314_A
3077_C,25529_V,7315_A
3078_C,25528_V,7316_A
3079_C,25538_V,7317_A
3120_C,29020_V,7318_A
3120_C,29021_V,7319_A
3120_C,29027_V,7320_A
3120_C,29030_V,7321_A
3120_C,29031_V,7322_A
3120_C,29053_V,7323_A
3120_C,29054_V,7324_A
3120_C,29056_V,7325_A
3120_C,29059_V,7326_A
3120_C,29062_V,7327_A
3120_C,29070_V,7328_A
3120_C,29109_V,7329_A
3120_C,29199_V,7330_A
3121_C,29495_V,7331_A
3121_C,29506_V,7332_A
3121_C,29509_V,7333_A
3121_C,29513_V,7334_A
3121_C,29575_V,7335_A
4_C,149_V,7336_A
3110_C,26313_V,7337_A
9_C,150_V,7338_A
13_C,154_V,7339_A
25_C,157_V,7340_A
2874_C,21232_V,7341_A
1004_C,7434_V,7342_A
2865_C,20720_V,7343_A
2865_C,20774_V,7344_A
2872_C,21208_V,7345_A
81_C,363_V,7346_A
95_C,369_V,7347_A
2490_C,17451_V,7348_A
142_C,791_V,7349_A
142_C,793_V,7350_A
142_C,800_V,7351_A
2276_C,15693_V,7352_A
2276_C,15696_V,7353_A
2979_C,24249_V,7354_A
2979_C,24271_V,7355_A
146_C,990_V,7356_A
146_C,994_V,7357_A
146_C,1000_V,7358_A
2986_C,24635_V,7359_A
2862_C,20708_V,7360_A
201_C,1465_V,7361_A
201_C,1473_V,7362_A
1466_C,10733_V,7363_A
198_C,1415_V,7364_A
203_C,1417_V,7365_A
2190_C,15101_V,7366_A
509_C,1287_V,7367_A
1770_C,12210_V,7368_A
1770_C,12221_V,7369_A
1770_C,12236_V,7370_A
2990_C,24644_V,7371_A
2888_C,21831_V,7372_A
2341_C,16185_V,7373_A
2282_C,15675_V,7374_A
2282_C,15716_V,7375_A
2282_C,15722_V,7376_A
3118_C,28201_V,7377_A
3118_C,28231_V,7378_A
224_C,1694_V,7379_A
231_C,1745_V,7380_A
2201_C,15075_V,7381_A
2719_C,19269_V,7382_A
267_C,1868_V,7383_A
2933_C,22722_V,7384_A
1578_C,11317_V,7385_A
2929_C,22619_V,7386_A
1957_C,8091_V,7387_A
1957_C,13763_V,7388_A
2222_C,15083_V,7389_A
2873_C,21210_V,7390_A
2873_C,21226_V,7391_A
2873_C,21230_V,7392_A
336_C,3135_V,7393_A
337_C,3124_V,7394_A
363_C,3338_V,7395_A
365_C,3330_V,7396_A
2941_C,23112_V,7397_A
1287_C,9418_V,7398_A
383_C,3493_V,7399_A
383_C,3494_V,7400_A
759_C,6031_V,7401_A
2224_C,15167_V,7402_A
3105_C,25853_V,7403_A
3105_C,25871_V,7404_A
421_C,3633_V,7405_A
3106_C,25850_V,7406_A
3106_C,25892_V,7407_A
457_C,3829_V,7408_A
2885_C,21829_V,7409_A
482_C,3948_V,7410_A
3116_C,27637_V,7411_A
544_C,4241_V,7412_A
560_C,4285_V,7413_A
560_C,4331_V,7414_A
2219_C,15106_V,7415_A
2560_C,18363_V,7416_A
578_C,4425_V,7417_A
588_C,4446_V,7418_A
2363_C,16535_V,7419_A
608_C,4558_V,7420_A
609_C,4694_V,7421_A
647_C,4764_V,7422_A
649_C,4799_V,7423_A
649_C,4898_V,7424_A
2275_C,15563_V,7425_A
1318_C,9710_V,7426_A
2383_C,4953_V,7427_A
2674_C,11235_V,7428_A
2674_C,19143_V,7429_A
714_C,5212_V,7430_A
714_C,5253_V,7431_A
683_C,5075_V,7432_A
1022_C,7657_V,7433_A
2552_C,17870_V,7434_A
736_C,5341_V,7435_A
2347_C,16190_V,7436_A
2347_C,16210_V,7437_A
775_C,5882_V,7438_A
786_C,6227_V,7439_A
786_C,6245_V,7440_A
789_C,6225_V,7441_A
791_C,6053_V,7442_A
791_C,6248_V,7443_A
792_C,6239_V,7444_A
1442_C,10440_V,7445_A
1442_C,10453_V,7446_A
801_C,6070_V,7447_A
2770_C,19852_V,7448_A
824_C,6240_V,7449_A
1007_C,7429_V,7450_A
2940_C,23115_V,7451_A
2940_C,23116_V,7452_A
2163_C,14710_V,7453_A
2163_C,14726_V,7454_A
859_C,6505_V,7455_A
1241_C,9013_V,7456_A
1241_C,9021_V,7457_A
2359_C,16504_V,7458_A
2359_C,16559_V,7459_A
1411_C,6592_V,7460_A
1027_C,7658_V,7461_A
2948_C,23537_V,7462_A
2601_C,18638_V,7463_A
916_C,6883_V,7464_A
1511_C,10870_V,7465_A
948_C,7060_V,7466_A
2752_C,19569_V,7467_A
1169_C,8525_V,7468_A
1169_C,8526_V,7469_A
1169_C,8549_V,7470_A
1429_C,10308_V,7471_A
1813_C,12437_V,7472_A
1035_C,7864_V,7473_A
1089_C,8051_V,7474_A
2864_C,20642_V,7475_A
1130_C,8342_V,7476_A
1139_C,8316_V,7477_A
1144_C,8336_V,7478_A
2516_C,17598_V,7479_A
1665_C,11790_V,7480_A
1174_C,8670_V,7481_A
1571_C,11146_V,7482_A
3112_C,26631_V,7483_A
1218_C,8770_V,7484_A
1243_C,9006_V,7485_A
1243_C,9018_V,7486_A
1874_C,13048_V,7487_A
1874_C,13082_V,7488_A
1874_C,13089_V,7489_A
1874_C,13128_V,7490_A
1261_C,9228_V,7491_A
1290_C,9414_V,7492_A
1645_C,11712_V,7493_A
1645_C,11721_V,7494_A
1320_C,9711_V,7495_A
1321_C,9708_V,7496_A
3109_C,26292_V,7497_A
1579_C,11276_V,7498_A
1460_C,10578_V,7499_A
1464_C,10635_V,7500_A
1465_C,10689_V,7501_A
1471_C,10684_V,7502_A
1877_C,13312_V,7503_A
1877_C,13337_V,7504_A
1477_C,10679_V,7505_A
1509_C,10836_V,7506_A
3117_C,27889_V,7507_A
3117_C,27913_V,7508_A
3117_C,27972_V,7509_A
3117_C,27996_V,7510_A
1540_C,10963_V,7511_A
2863_C,20711_V,7512_A
2938_C,23156_V,7513_A
1732_C,12058_V,7514_A
1732_C,12060_V,7515_A
1736_C,12066_V,7516_A
1748_C,12103_V,7517_A
1771_C,12187_V,7518_A
1771_C,12192_V,7519_A
1772_C,12205_V,7520_A
1793_C,12313_V,7521_A
1841_C,12508_V,7522_A
1849_C,12775_V,7523_A
1853_C,12785_V,7524_A
1854_C,12768_V,7525_A
1854_C,12870_V,7526_A
1857_C,12824_V,7527_A
1857_C,12853_V,7528_A
1872_C,13069_V,7529_A
1872_C,13092_V,7530_A
3054_C,25153_V,7531_A
1899_C,13498_V,7532_A
1924_C,13652_V,7533_A
2072_C,14202_V,7534_A
1951_C,13764_V,7535_A
1951_C,13781_V,7536_A
1975_C,13821_V,7537_A
2011_C,13972_V,7538_A
2067_C,14244_V,7539_A
2086_C,14206_V,7540_A
2110_C,14382_V,7541_A
2136_C,14514_V,7542_A
2136_C,14559_V,7543_A
2211_C,15070_V,7544_A
3113_C,27186_V,7545_A
2571_C,18345_V,7546_A
3111_C,26636_V,7547_A
3111_C,26686_V,7548_A
2284_C,15688_V,7549_A
2284_C,15747_V,7550_A
2297_C,15692_V,7551_A
2348_C,16150_V,7552_A
2981_C,24261_V,7553_A
2981_C,24263_V,7554_A
2953_C,23549_V,7555_A
3098_C,25640_V,7556_A
2454_C,17200_V,7557_A
2520_C,17607_V,7558_A
2525_C,17656_V,7559_A
2554_C,17905_V,7560_A
2561_C,18334_V,7561_A
2740_C,19536_V,7562_A
2566_C,18333_V,7563_A
2573_C,18349_V,7564_A
